"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"agricultural management practices paper 1",7332,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XgbeVRHvM5Q%3d&tabid=2268&portalid=0&mid=7332","Agricultural Management Practices","English",NA,"AGRICULTURAL MANAGEMENT PRACTICES","PAPER 1","1.1.1 ",1.2
"agricultural management practices paper 1",1930,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=3CblFGXJeEA%3d&tabid=610&portalid=0&mid=1930","Agricultural Management Practices","English",NA,"AGRICULTURAL MANAGEMENT PRACTICES","PAPER 1","1.1.1 ",1.2
"agricultural management practices paper 1",1930,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVum1JWyUmM%3d&tabid=610&portalid=0&mid=1930","Agricultural Management Practices","Afrikaans",NA,"AGRICULTURAL MANAGEMENT PRACTICES","PAPER 1","1.1.1 ",1.2
"agricultural management practices paper 1",2924,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=YjEtock-xzU%3d&tabid=730&portalid=0&mid=2924","Agricultural Management Practices","Afrikaans",NA,"AGRICULTURAL MANAGEMENT PRACTICES","PAPER 1","1.1.1 ",1.2
"agricultural management practices paper 1",8640,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HOs6-FKwfyI%3d&tabid=1856&portalid=0&mid=8640","Agricultural Management Practices","English",NA,"AGRICULTURAL MANAGEMENT PRACTICES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8245,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2840,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVum1JWyUmM%3d&tabid=726&portalid=0&mid=2840","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1884,2013,"November","2013 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=1H3GvDB86l8%3d&tabid=607&portalid=0&mid=1884","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2926,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XCDkQLYD41I%3d&tabid=730&portalid=0&mid=2926","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8381,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2523,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=N27uE2G-aR4%3d&tabid=677&portalid=0&mid=2523","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",5733,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4No-R-Mjxyc%3d&tabid=1375&portalid=0&mid=5733","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=K_jJoOsTFaU%3d&tabid=1508&portalid=0&mid=6162","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",5733,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=kcFEsAc0DHk%3d&tabid=1375&portalid=0&mid=5733","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8381,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2840,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=bvz-H-UhnuY%3d&tabid=726&portalid=0&mid=2840","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9614,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=3IiF0wAhYzs%3d&tabid=2702&portalid=0&mid=9614","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9614,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=zN2O0zYim6k%3d&tabid=2702&portalid=0&mid=9614","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2295,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jZ-VsLCYs6Y%3d&tabid=647&portalid=0&mid=2295","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8381,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2295,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=uvxmKYxiP4I%3d&tabid=647&portalid=0&mid=2295","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8245,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=B2mob8ot8hw%3d&tabid=2702&portalid=0&mid=9614","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=obiAcqmZT6I%3d&tabid=2702&portalid=0&mid=9614","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",6372,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2TwtAQfKdqY%3d&tabid=1608&portalid=0&mid=6372","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8381,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9018,2019,"November","2019 NSC Examination Papers (November)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1884,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=n5tXwxISe1c%3d&tabid=607&portalid=0&mid=1884","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8778,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=X9wdOhG3UeA%3d&tabid=2468&portalid=0&mid=8778","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVum1JWyUmM%3d&tabid=610&portalid=0&mid=1932","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2295,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2z9P05yes9w%3d&tabid=647&portalid=0&mid=2295","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9018,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=r6hwSy68QXQ%3d&tabid=2556&portalid=0&mid=9018","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8245,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iZPZFLw7YOI%3d&tabid=2182&portalid=0&mid=8245","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2926,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZkCXNraZDLE%3d&tabid=730&portalid=0&mid=2926","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1665,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yc-VmejlGmc%3d&tabid=584&portalid=0&mid=1665","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8245,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7fJ6qeo9p4k%3d&tabid=2182&portalid=0&mid=8245","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1518,2014,"November","2014 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=P8keeVCoxWs%3d&tabid=568&portalid=0&mid=1518","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XrRkZel9SUs%3d&tabid=1508&portalid=0&mid=6162","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9896,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=sQ-4rNgmHJY%3d&tabid=2837&portalid=0&mid=9896","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=OBrEFeynL_I%3d&tabid=1375&portalid=0&mid=5733","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Jt_w2cZ6bDU%3d&tabid=610&portalid=0&mid=1932","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",4427,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=E5GxNuHO_cU%3d&tabid=1000&portalid=0&mid=4427","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",8778,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XLoyO-mV-DI%3d&tabid=2468&portalid=0&mid=8778","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",6372,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4LJgc1F424I%3d&tabid=1608&portalid=0&mid=6372","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2926,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=iILaOIBpqq8%3d&tabid=730&portalid=0&mid=2926","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2840,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1bPhNSYxfuw%3d&tabid=726&portalid=0&mid=2840","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1518,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HuHCZ2dDx6Q%3d&tabid=568&portalid=0&mid=1518","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2523,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=v3PE9sQsEm4%3d&tabid=677&portalid=0&mid=2523","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2523,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=FrC3RJqx848%3d&tabid=677&portalid=0&mid=2523","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=D2fxnWb63LQ%3d&tabid=1508&portalid=0&mid=6162","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9018,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=KJBYWFEU21c%3d&tabid=2556&portalid=0&mid=9018","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0Z4fLn3pCkQ%3d&tabid=1000&portalid=0&mid=4427","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=aPxgXzzdWus%3d&tabid=1000&portalid=0&mid=4427","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",1518,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=fl7J-Kws4_s%3d&tabid=568&portalid=0&mid=1518","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",7333,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3D64MGYzL28%3d&tabid=1856&portalid=0&mid=7333","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",9018,2019,"November","2019 NSC Examination Papers (November)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=f_U9iIy0fiw%3d&tabid=2556&portalid=0&mid=9018","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Qnz4tEEWp8s%3d&tabid=1375&portalid=0&mid=5733","Agricultural Sciences","English",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
"agricultural sciences paper 1",2353,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iNqdG2ABBs4%3d&tabid=649&portalid=0&mid=2353","Agricultural Sciences","Afrikaans",NA,"AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2
