"Module_No.x","Exam_Year.x","Exam_Sitting.x","Title.x","Module_name.x.x","QP_URL","Module_name.y.x","Doc_Type.x","language.x","paper.x","annex.x","region.x","HL_SAL_FAL.x","control.x","DFkey2.x","DFkey","Module_No.y","Memo_URL","Module_name.y.y","DFkey2","subject","paper_no","regex_start","regex_end"
2295,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jZ-VsLCYs6Y%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2011 November paper 1 english NA All",2295,"https://www.education.gov.za/LinkClick.aspx?fileticket=uvxmKYxiP4I%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
2295,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZUlz-xdAVyg%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2011 November paper 2 afrikaans NA All",2295,"https://www.education.gov.za/LinkClick.aspx?fileticket=DnyEF3hUfvI%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2295,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jZ-VsLCYs6Y%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2011 November paper 2 english NA All",2295,"https://www.education.gov.za/LinkClick.aspx?fileticket=33j7hQjSkZM%3d&tabid=647&portalid=0&mid=2295","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2353,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iNqdG2ABBs4%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2012 February paper 1 afrikaans NA All",2353,"https://www.education.gov.za/LinkClick.aspx?fileticket=o3LCmX-dhWk%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
2353,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9ghY3z1xE_8%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2012 February paper 1 english NA All",2353,"https://www.education.gov.za/LinkClick.aspx?fileticket=I1G_1cUbQO8%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
2353,2012,"February","2012 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=JH5XiM7T9cw%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2012 February paper 2 afrikaans NA All",2353,"https://www.education.gov.za/LinkClick.aspx?fileticket=7FJgklU5uKw%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2353,2012,"February","2012 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=RsiGaHNRRNA%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2012 February paper 2 english NA All",2353,"https://www.education.gov.za/LinkClick.aspx?fileticket=QPqC7QbX75w%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2041,2012,"November","2012 November NSC Examination Papers","Agricultural Sciences Afrikaans Paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=jZRDudNahHw%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA,"  ","agricultural sciences paper 1","agricultural sciences 2012 November paper 1 afrikaans NA All",2041,"https://www.education.gov.za/LinkClick.aspx?fileticket=jEsMBv1RBDc%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
2041,2012,"November","2012 November NSC Examination Papers","Agricultural Sciences English Paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=GBPe_TYedps%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA,"  ","agricultural sciences paper 1","agricultural sciences 2012 November paper 1 english NA All",2041,"https://www.education.gov.za/LinkClick.aspx?fileticket=w1k7yjR4qGY%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
2041,2012,"November","2012 November NSC Examination Papers","Agricultural Sciences Afrikaans Paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=kL3HaOUxGtI%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA,"  ","agricultural sciences paper 2","agricultural sciences 2012 November paper 2 afrikaans NA All",2041,"https://www.education.gov.za/LinkClick.aspx?fileticket=sYbQudj4QJw%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2041,2012,"November","2012 November NSC Examination Papers","Agricultural Sciences English Paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=KoEHPjnPaFA%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA,"  ","agricultural sciences paper 2","agricultural sciences 2012 November paper 2 english NA All",2041,"https://www.education.gov.za/LinkClick.aspx?fileticket=KTj_2Xne6yU%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVum1JWyUmM%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2013 February paper 1 afrikaans NA All",1932,"https://www.education.gov.za/LinkClick.aspx?fileticket=1bPhNSYxfuw%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Jt_w2cZ6bDU%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2013 February paper 1 english NA All",1932,"https://www.education.gov.za/LinkClick.aspx?fileticket=bvz-H-UhnuY%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=VD6JYSKIILU%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2013 February paper 2 afrikaans NA All",1932,"https://www.education.gov.za/LinkClick.aspx?fileticket=wD58g_puDso%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1932,2013,"February","2013 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=bvz-H-UhnuY%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2013 February paper 2 english NA All",1932,"https://www.education.gov.za/LinkClick.aspx?fileticket=FJaR1U6NZY0%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1884,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=n5tXwxISe1c%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2013 November paper 1 afrikaans NA All",1884,"https://www.education.gov.za/LinkClick.aspx?fileticket=8Q4D3mlixjI%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1884,2013,"November","2013 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=1H3GvDB86l8%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2013 November paper 1 english NA All",1884,"https://www.education.gov.za/LinkClick.aspx?fileticket=jIniqHIiclM%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1884,2013,"November","2013 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rt7ZkoVzMco%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2013 November paper 2 afrikaans NA All",1884,"https://www.education.gov.za/LinkClick.aspx?fileticket=8Q4D3mlixjI%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1884,2013,"November","2013 November NSC Examination Papers ","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9q8NsnE3ki8%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2013 November paper 2 english NA All",1884,"https://www.education.gov.za/LinkClick.aspx?fileticket=9q8NsnE3ki8%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1665,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=TjG-avDvpBg%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2014 February paper 1 afrikaans NA All",1665,"https://www.education.gov.za/LinkClick.aspx?fileticket=yc-VmejlGmc%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1665,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wmWnmP02u0c%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2014 February paper 1 english NA All",1665,"https://www.education.gov.za/LinkClick.aspx?fileticket=RO8WVIFwKCU%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1665,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZUlz-xdAVyg%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2014 February paper 2 afrikaans NA All",1665,"https://www.education.gov.za/LinkClick.aspx?fileticket=xH6PfY-iWMc%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1665,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=RO8WVIFwKCU%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2014 February paper 2 english NA All",1665,"https://www.education.gov.za/LinkClick.aspx?fileticket=3Ml8l_9ozGM%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
1518,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HuHCZ2dDx6Q%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2014 November paper 1 afrikaans NA All",1518,"https://www.education.gov.za/LinkClick.aspx?fileticket=9zTFBYLVo-Y%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
1518,2014,"November","2014 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=P8keeVCoxWs%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2014 November paper 1 english NA All",1518,"https://www.education.gov.za/LinkClick.aspx?fileticket=fl7J-Kws4_s%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
